"imageid	label"	label
"56416	Innerwear"	Innerwear
"4595	Bags"	Bags
"48638	Jewellery"	Jewellery
"35420	Shoes"	Shoes
"15654	Others"	Others
"3228	Shoes"	Shoes
"4039	Others"	Others
"41968	Topwear"	Topwear
"24425	Shoes"	Shoes
"15924	Bags"	Bags
"42531	Topwear"	Topwear
"35626	Sandal"	Sandal
"25248	Bags"	Bags
"27815	Others"	Others
"28970	Others"	Others
"38330	Topwear"	Topwear
"41653	Topwear"	Topwear
"31164	Bottomwear"	Bottomwear
"27562	Topwear"	Topwear
"58226	Sandal"	Sandal
"55854	Others"	Others
"34454	Shoes"	Shoes
"25863	Bags"	Bags
"22898	Topwear"	Topwear
"5303	Bags"	Bags
"21939	Bags"	Bags
"18430	Bags"	Bags
"52894	Others"	Others
"57313	Innerwear"	Innerwear
"20365	Bottomwear"	Bottomwear
"28593	Wallets"	Wallets
"35143	Bags"	Bags
"43212	Watches"	Watches
"15724	Shoes"	Shoes
"28588	Wallets"	Wallets
"57131	Topwear"	Topwear
"4781	Topwear"	Topwear
"46661	Fragrance"	Fragrance
"44552	Sandal"	Sandal
"38305	Wallets"	Wallets
"8936	Others"	Others
"33227	Topwear"	Topwear
"53627	Others"	Others
"19528	Topwear"	Topwear
"8453	Topwear"	Topwear
"17062	Others"	Others
"9231	Topwear"	Topwear
"45647	Innerwear"	Innerwear
"19842	Topwear"	Topwear
"15700	Shoes"	Shoes
"54136	Shoes"	Shoes
"2633	Shoes"	Shoes
"25957	Others"	Others
"41689	Shoes"	Shoes
"43422	Bottomwear"	Bottomwear
"16532	Topwear"	Topwear
"8692	Eyewear"	Eyewear
"37864	Wallets"	Wallets
"43860	Jewellery"	Jewellery
"39482	Bags"	Bags
"44500	Shoes"	Shoes
"22707	Shoes"	Shoes
"50356	Topwear"	Topwear
"35923	Bags"	Bags
"16815	Topwear"	Topwear
"58312	Others"	Others
"21541	Bags"	Bags
"58547	Eyewear"	Eyewear
"58975	Fragrance"	Fragrance
"1540	Topwear"	Topwear
"20194	Topwear"	Topwear
"15820	Innerwear"	Innerwear
"27978	Innerwear"	Innerwear
"30661	Eyewear"	Eyewear
"18842	Topwear"	Topwear
"46926	Fragrance"	Fragrance
"24266	Topwear"	Topwear
"33257	Topwear"	Topwear
"27982	Innerwear"	Innerwear
"23938	Shoes"	Shoes
"14693	Bottomwear"	Bottomwear
"13522	Topwear"	Topwear
"56144	Makeup"	Makeup
"15636	Topwear"	Topwear
"32161	Others"	Others
"26811	Bottomwear"	Bottomwear
"36069	Bags"	Bags
"51675	Eyewear"	Eyewear
"13125	Shoes"	Shoes
"44169	Fragrance"	Fragrance
"17400	Others"	Others
"49238	Others"	Others
"25619	Watches"	Watches
"46273	Topwear"	Topwear
"19017	Topwear"	Topwear
"37421	Bags"	Bags
"10689	Topwear"	Topwear
"51169	Others"	Others
"12018	Topwear"	Topwear
"20931	Bags"	Bags
"38422	Bags"	Bags
"56427	Others"	Others
"43102	Fragrance"	Fragrance
"36264	Others"	Others
"48594	Jewellery"	Jewellery
"2104	Topwear"	Topwear
"25392	Innerwear"	Innerwear
"56674	Watches"	Watches
"15217	Others"	Others
"56216	Jewellery"	Jewellery
"18033	Bags"	Bags
"13385	Shoes"	Shoes
"57846	Bags"	Bags
"4257	Topwear"	Topwear
"21464	Topwear"	Topwear
"28048	Innerwear"	Innerwear
"7459	Topwear"	Topwear
"8243	Bags"	Bags
"55137	Others"	Others
"33646	Sandal"	Sandal
"27961	Innerwear"	Innerwear
"3642	Shoes"	Shoes
"16892	Eyewear"	Eyewear
"39749	Bottomwear"	Bottomwear
"43222	Shoes"	Shoes
"15653	Bags"	Bags
"47073	Bottomwear"	Bottomwear
"4937	Topwear"	Topwear
"28519	Bottomwear"	Bottomwear
"25643	Watches"	Watches
"47276	Innerwear"	Innerwear
"20925	Bags"	Bags
"51598	Bottomwear"	Bottomwear
"34551	Bags"	Bags
"14295	Topwear"	Topwear
"32159	Others"	Others
"17945	Bottomwear"	Bottomwear
"5467	Shoes"	Shoes
"53459	Shoes"	Shoes
"29524	Watches"	Watches
"35589	Sandal"	Sandal
"33653	Others"	Others
"9171	Bottomwear"	Bottomwear
"34410	Topwear"	Topwear
"11692	Topwear"	Topwear
"5659	Topwear"	Topwear
"59274	Watches"	Watches
"38383	Others"	Others
"58185	Bags"	Bags
"38663	Shoes"	Shoes
"33771	Bags"	Bags
"52804	Wallets"	Wallets
"39388	Bottomwear"	Bottomwear
"12162	Bottomwear"	Bottomwear
"47008	Topwear"	Topwear
"15684	Bottomwear"	Bottomwear
"11165	Topwear"	Topwear
"24094	Topwear"	Topwear
"21149	Topwear"	Topwear
"48837	Jewellery"	Jewellery
"4533	Shoes"	Shoes
"4216	Topwear"	Topwear
"52109	Topwear"	Topwear
"52127	Topwear"	Topwear
"36396	Others"	Others
"51702	Eyewear"	Eyewear
"11086	Topwear"	Topwear
"29964	Eyewear"	Eyewear
"31065	Topwear"	Topwear
"28288	Eyewear"	Eyewear
"47629	Shoes"	Shoes
"8780	Topwear"	Topwear
"4723	Topwear"	Topwear
"29607	Topwear"	Topwear
"52911	Others"	Others
"12509	Shoes"	Shoes
"46781	Fragrance"	Fragrance
"11945	Sandal"	Sandal
"2346	Topwear"	Topwear
"6314	Topwear"	Topwear
"34736	Shoes"	Shoes
"42258	Bottomwear"	Bottomwear
"57630	Others"	Others
"24148	Topwear"	Topwear
"29182	Topwear"	Topwear
"1871	Topwear"	Topwear
"57033	Topwear"	Topwear
"17639	Others"	Others
"55121	Others"	Others
"23556	Fragrance"	Fragrance
"11011	Topwear"	Topwear
"54988	Topwear"	Topwear
"32276	Topwear"	Topwear
"30264	Shoes"	Shoes
"50288	Others"	Others
"27675	Bags"	Bags
"6731	Shoes"	Shoes
"10433	Topwear"	Topwear
"8182	Topwear"	Topwear
"42413	Innerwear"	Innerwear
"27479	Innerwear"	Innerwear
"33643	Others"	Others
"34084	Shoes"	Shoes
"10792	Topwear"	Topwear
"56421	Innerwear"	Innerwear
"49140	Others"	Others
"44893	Topwear"	Topwear
"43956	Sandal"	Sandal
"7958	Topwear"	Topwear
"24165	Topwear"	Topwear
"59689	Innerwear"	Innerwear
"58670	Topwear"	Topwear
"6789	Topwear"	Topwear
"39629	Shoes"	Shoes
"53596	Others"	Others
"14285	Bottomwear"	Bottomwear
"30053	Watches"	Watches
"31608	Bags"	Bags
"32291	Watches"	Watches
"33210	Topwear"	Topwear
"21148	Topwear"	Topwear
"21288	Eyewear"	Eyewear
"22769	Topwear"	Topwear
"26983	Bottomwear"	Bottomwear
"6602	Topwear"	Topwear
"59824	Topwear"	Topwear
"16957	Eyewear"	Eyewear
"42063	Bags"	Bags
"43119	Fragrance"	Fragrance
"6163	Others"	Others
"46014	Topwear"	Topwear
"6124	Bags"	Bags
"4189	Topwear"	Topwear
"37923	Topwear"	Topwear
"53680	Bags"	Bags
"23210	Topwear"	Topwear
"24049	Topwear"	Topwear
"10210	Bags"	Bags
"5260	Bags"	Bags
"53867	Shoes"	Shoes
"58956	Fragrance"	Fragrance
"45239	Watches"	Watches
"23479	Others"	Others
"44957	Fragrance"	Fragrance
"38364	Wallets"	Wallets
"51043	Innerwear"	Innerwear
"47616	Shoes"	Shoes
"3932	Topwear"	Topwear
"59699	Innerwear"	Innerwear
"30356	Topwear"	Topwear
"21962	Bags"	Bags
"16499	Topwear"	Topwear
"49809	Others"	Others
"13690	Shoes"	Shoes
"14496	Shoes"	Shoes
"12039	Topwear"	Topwear
"23605	Fragrance"	Fragrance
"11320	Bottomwear"	Bottomwear
"28082	Innerwear"	Innerwear
"17445	Watches"	Watches
"21588	Topwear"	Topwear
"36397	Others"	Others
"36271	Others"	Others
"50612	Innerwear"	Innerwear
"18275	Topwear"	Topwear
"40606	Topwear"	Topwear
"27016	Bottomwear"	Bottomwear
"24855	Topwear"	Topwear
"6826	Sandal"	Sandal
"14323	Topwear"	Topwear
"3689	Shoes"	Shoes
"17914	Topwear"	Topwear
"9670	Topwear"	Topwear
"22151	Sandal"	Sandal
"22917	Shoes"	Shoes
"7553	Bottomwear"	Bottomwear
"54182	Bags"	Bags
"29749	Watches"	Watches
"15570	Topwear"	Topwear
"41846	Bags"	Bags
"29888	Eyewear"	Eyewear
"56666	Shoes"	Shoes
"41773	Topwear"	Topwear
"59967	Others"	Others
"45640	Innerwear"	Innerwear
"25424	Shoes"	Shoes
"36727	Topwear"	Topwear
"46108	Others"	Others
"26316	Bottomwear"	Bottomwear
"34590	Topwear"	Topwear
"47659	Topwear"	Topwear
"36717	Topwear"	Topwear
"16923	Topwear"	Topwear
"43561	Others"	Others
"23962	Topwear"	Topwear
"12864	Shoes"	Shoes
"32375	Watches"	Watches
"15944	Wallets"	Wallets
"57323	Innerwear"	Innerwear
"28146	Innerwear"	Innerwear
"28112	Innerwear"	Innerwear
"20026	Topwear"	Topwear
"48428	Topwear"	Topwear
"45167	Watches"	Watches
"38539	Shoes"	Shoes
"6377	Shoes"	Shoes
"12168	Topwear"	Topwear
"5761	Bottomwear"	Bottomwear
"1592	Shoes"	Shoes
"34321	Topwear"	Topwear
"52955	Others"	Others
"19706	Topwear"	Topwear
"8331	Topwear"	Topwear
"18092	Innerwear"	Innerwear
"10367	Topwear"	Topwear
"34795	Others"	Others
"4170	Shoes"	Shoes
"46414	Bottomwear"	Bottomwear
"12151	Topwear"	Topwear
"32643	Topwear"	Topwear
"21326	Eyewear"	Eyewear
"21728	Shoes"	Shoes
"59090	Innerwear"	Innerwear
"44012	Fragrance"	Fragrance
"37608	Topwear"	Topwear
"20983	Others"	Others
"19208	Others"	Others
"44859	Topwear"	Topwear
"41834	Shoes"	Shoes
"51562	Watches"	Watches
"19854	Topwear"	Topwear
"2118	Bottomwear"	Bottomwear
"55329	Others"	Others
"56353	Fragrance"	Fragrance
"13271	Shoes"	Shoes
"18533	Watches"	Watches
"43185	Watches"	Watches
"56482	Others"	Others
"11986	Shoes"	Shoes
"31064	Topwear"	Topwear
"27422	Others"	Others
"26792	Topwear"	Topwear
"16380	Bottomwear"	Bottomwear
"3322	Topwear"	Topwear
"20159	Topwear"	Topwear
"31043	Topwear"	Topwear
"18998	Others"	Others
"57644	Others"	Others
"50865	Others"	Others
"38818	Topwear"	Topwear
"7940	Bottomwear"	Bottomwear
"53782	Topwear"	Topwear
"45236	Watches"	Watches
"27004	Bottomwear"	Bottomwear
"2817	Shoes"	Shoes
"28056	Innerwear"	Innerwear
"2056	Topwear"	Topwear
"9579	Bags"	Bags
"1559	Bags"	Bags
"43659	Others"	Others
"29831	Topwear"	Topwear
"13497	Topwear"	Topwear
"53695	Bags"	Bags
"11851	Others"	Others
"29132	Eyewear"	Eyewear
"26824	Bottomwear"	Bottomwear
"27938	Bottomwear"	Bottomwear
"57289	Topwear"	Topwear
"7960	Topwear"	Topwear
"57668	Others"	Others
"17960	Sandal"	Sandal
"1603	Topwear"	Topwear
"34249	Bottomwear"	Bottomwear
"11255	Topwear"	Topwear
"29753	Watches"	Watches
"46949	Fragrance"	Fragrance
"17335	Eyewear"	Eyewear
"2629	Shoes"	Shoes
"16779	Watches"	Watches
"19286	Watches"	Watches
"45365	Shoes"	Shoes
"34834	Shoes"	Shoes
"12134	Topwear"	Topwear
"56476	Others"	Others
"11705	Topwear"	Topwear
"36308	Others"	Others
"41276	Wallets"	Wallets
"18897	Others"	Others
"46654	Fragrance"	Fragrance
"51037	Innerwear"	Innerwear
"58252	Wallets"	Wallets
"16233	Topwear"	Topwear
"39553	Wallets"	Wallets
"53726	Others"	Others
"25968	Topwear"	Topwear
"17699	Shoes"	Shoes
"39577	Shoes"	Shoes
"3825	Sandal"	Sandal
"5683	Shoes"	Shoes
"3871	Topwear"	Topwear
"20158	Topwear"	Topwear
"24777	Others"	Others
"7475	Topwear"	Topwear
"5370	Shoes"	Shoes
"16125	Topwear"	Topwear
"3575	Shoes"	Shoes
"3421	Topwear"	Topwear
"29432	Watches"	Watches
"46304	Fragrance"	Fragrance
"20108	Topwear"	Topwear
"40107	Topwear"	Topwear
"33398	Wallets"	Wallets
"59584	Others"	Others
"57175	Topwear"	Topwear
"30804	Topwear"	Topwear
"29002	Bags"	Bags
"9552	Topwear"	Topwear
"6214	Topwear"	Topwear
"54687	Topwear"	Topwear
"34617	Innerwear"	Innerwear
"58892	Others"	Others
"14381	Shoes"	Shoes
"56323	Watches"	Watches
"55494	Others"	Others
"11827	Shoes"	Shoes
"35971	Topwear"	Topwear
"2641	Shoes"	Shoes
"24215	Topwear"	Topwear
"1622	Topwear"	Topwear
"30529	Innerwear"	Innerwear
"52329	Jewellery"	Jewellery
"9817	Shoes"	Shoes
"35645	Sandal"	Sandal
"34061	Others"	Others
"27885	Topwear"	Topwear
"31974	Shoes"	Shoes
"3013	Topwear"	Topwear
"35916	Bags"	Bags
"21816	Wallets"	Wallets
"41793	Topwear"	Topwear
"19909	Bags"	Bags
"13081	Shoes"	Shoes
"43915	Bottomwear"	Bottomwear
"11843	Shoes"	Shoes
"13946	Topwear"	Topwear
"33055	Topwear"	Topwear
"39633	Shoes"	Shoes
"19162	Topwear"	Topwear
"23149	Topwear"	Topwear
"8494	Bottomwear"	Bottomwear
"1853	Topwear"	Topwear
"48492	Topwear"	Topwear
"56544	Others"	Others
"5698	Shoes"	Shoes
"3021	Topwear"	Topwear
"59405	Topwear"	Topwear
"20342	Topwear"	Topwear
"49102	Others"	Others
"55254	Makeup"	Makeup
"18806	Others"	Others
"12780	Others"	Others
"18712	Bottomwear"	Bottomwear
"43681	Others"	Others
"44572	Sandal"	Sandal
"12805	Topwear"	Topwear
"59600	Others"	Others
"16789	Topwear"	Topwear
"23315	Topwear"	Topwear
"27382	Fragrance"	Fragrance
"23731	Eyewear"	Eyewear
"49614	Shoes"	Shoes
"56415	Sandal"	Sandal
"47126	Bags"	Bags
"57050	Others"	Others
"37696	Bags"	Bags
"27377	Topwear"	Topwear
"32751	Shoes"	Shoes
"13566	Innerwear"	Innerwear
"29511	Watches"	Watches
"45339	Shoes"	Shoes
"41997	Topwear"	Topwear
"6867	Topwear"	Topwear
"38412	Others"	Others
"5877	Shoes"	Shoes
"13215	Shoes"	Shoes
"46828	Shoes"	Shoes
"11218	Watches"	Watches
"55060	Others"	Others
"10492	Topwear"	Topwear
"37183	Topwear"	Topwear
"48651	Jewellery"	Jewellery
"3770	Topwear"	Topwear
"37059	Others"	Others
"40495	Bottomwear"	Bottomwear
"20938	Bags"	Bags
"58517	Topwear"	Topwear
"55599	Topwear"	Topwear
"37188	Topwear"	Topwear
"45629	Innerwear"	Innerwear
"35027	Others"	Others
"27975	Innerwear"	Innerwear
"40131	Topwear"	Topwear
"16735	Others"	Others
"25128	Bags"	Bags
"52904	Others"	Others
"23476	Others"	Others
"7251	Shoes"	Shoes
"46644	Fragrance"	Fragrance
"38204	Eyewear"	Eyewear
"28952	Topwear"	Topwear
"48566	Jewellery"	Jewellery
"37415	Bags"	Bags
"16390	Bottomwear"	Bottomwear
"47506	Innerwear"	Innerwear
"22174	Shoes"	Shoes
"41710	Shoes"	Shoes
"3779	Topwear"	Topwear
"51611	Bottomwear"	Bottomwear
"18801	Others"	Others
"44656	Topwear"	Topwear
"11936	Sandal"	Sandal
"53382	Shoes"	Shoes
"18586	Others"	Others
"42646	Topwear"	Topwear
"28479	Topwear"	Topwear
"55187	Others"	Others
"57099	Bottomwear"	Bottomwear
"3559	Shoes"	Shoes
"8255	Bags"	Bags
"59676	Shoes"	Shoes
"41871	Sandal"	Sandal
"43694	Others"	Others
"33091	Shoes"	Shoes
"7575	Shoes"	Shoes
"3608	Shoes"	Shoes
"10079	Sandal"	Sandal
"7406	Shoes"	Shoes
"3586	Shoes"	Shoes
"55153	Others"	Others
"8798	Topwear"	Topwear
"13106	Topwear"	Topwear
"33709	Shoes"	Shoes
"45648	Innerwear"	Innerwear
"19779	Others"	Others
"42886	Bags"	Bags
"13833	Topwear"	Topwear
"52514	Innerwear"	Innerwear
"23465	Others"	Others
"7246	Shoes"	Shoes
"15682	Bottomwear"	Bottomwear
"9052	Shoes"	Shoes
"27538	Topwear"	Topwear
"46106	Others"	Others
"29889	Eyewear"	Eyewear
"17731	Shoes"	Shoes
"39771	Topwear"	Topwear
"26121	Topwear"	Topwear
"49505	Shoes"	Shoes
"34373	Topwear"	Topwear
"3481	Bottomwear"	Bottomwear
"41141	Others"	Others
"9819	Topwear"	Topwear
"34071	Shoes"	Shoes
"5963	Topwear"	Topwear
"25459	Shoes"	Shoes
"17690	Shoes"	Shoes
"49880	Watches"	Watches
"29108	Others"	Others
"23561	Fragrance"	Fragrance
"31473	Bottomwear"	Bottomwear
"5693	Shoes"	Shoes
"56672	Watches"	Watches
"11934	Sandal"	Sandal
"22724	Shoes"	Shoes
"50817	Wallets"	Wallets
"55443	Others"	Others
"27477	Innerwear"	Innerwear
"57236	Bags"	Bags
"17082	Wallets"	Wallets
"43199	Watches"	Watches
"14022	Bottomwear"	Bottomwear
"1727	Shoes"	Shoes
"17729	Topwear"	Topwear
"15579	Topwear"	Topwear
"4683	Bags"	Bags
"10864	Topwear"	Topwear
"55290	Others"	Others
"20236	Topwear"	Topwear
"57470	Shoes"	Shoes
"20276	Shoes"	Shoes
"38642	Topwear"	Topwear
"30956	Topwear"	Topwear
"3928	Topwear"	Topwear
"46431	Watches"	Watches
"54400	Wallets"	Wallets
"17290	Topwear"	Topwear
"3293	Shoes"	Shoes
"52958	Others"	Others
"6741	Shoes"	Shoes
"28044	Innerwear"	Innerwear
"34653	Shoes"	Shoes
"56908	Shoes"	Shoes
"43913	Topwear"	Topwear
"54087	Topwear"	Topwear
"35468	Shoes"	Shoes
"40413	Others"	Others
"5794	Topwear"	Topwear
"55881	Others"	Others
"15412	Shoes"	Shoes
"27853	Topwear"	Topwear
"21642	Innerwear"	Innerwear
"22235	Shoes"	Shoes
"30906	Topwear"	Topwear
"8262	Bags"	Bags
"12981	Others"	Others
"8713	Eyewear"	Eyewear
"10148	Shoes"	Shoes
"37602	Topwear"	Topwear
"13854	Topwear"	Topwear
"4206	Topwear"	Topwear
"19598	Topwear"	Topwear
"22853	Shoes"	Shoes
"39888	Shoes"	Shoes
"35999	Topwear"	Topwear
"15147	Topwear"	Topwear
"48738	Jewellery"	Jewellery
"3429	Topwear"	Topwear
"59501	Jewellery"	Jewellery
"32337	Watches"	Watches
"36893	Watches"	Watches
"15923	Bags"	Bags
"3625	Others"	Others
"46594	Shoes"	Shoes
"3239	Shoes"	Shoes
"56060	Others"	Others
"37521	Bottomwear"	Bottomwear
"16911	Topwear"	Topwear
"2331	Topwear"	Topwear
"34438	Topwear"	Topwear
"11327	Bottomwear"	Bottomwear
"5248	Shoes"	Shoes
"1783	Sandal"	Sandal
"54058	Bottomwear"	Bottomwear
"1832	Shoes"	Shoes
"23548	Fragrance"	Fragrance
"23989	Topwear"	Topwear
"32940	Shoes"	Shoes
"50286	Others"	Others
"36710	Others"	Others
"51118	Others"	Others
"3049	Topwear"	Topwear
"34390	Topwear"	Topwear
"28703	Topwear"	Topwear
"21449	Topwear"	Topwear
"39651	Shoes"	Shoes
"30200	Bags"	Bags
"47294	Bags"	Bags
"1906	Topwear"	Topwear
"18682	Innerwear"	Innerwear
"18978	Topwear"	Topwear
"58873	Others"	Others
"58496	Topwear"	Topwear
"3334	Bags"	Bags
"40600	Topwear"	Topwear
"6063	Topwear"	Topwear
"26632	Shoes"	Shoes
"50663	Others"	Others
"16123	Topwear"	Topwear
"38543	Shoes"	Shoes
"51707	Eyewear"	Eyewear
"21345	Eyewear"	Eyewear
"6600	Topwear"	Topwear
"49134	Others"	Others
"27259	Topwear"	Topwear
"51026	Innerwear"	Innerwear
"42584	Topwear"	Topwear
"29569	Shoes"	Shoes
"29921	Watches"	Watches
"44967	Watches"	Watches
"48989	Jewellery"	Jewellery
"45224	Watches"	Watches
"47346	Bags"	Bags
"28247	Fragrance"	Fragrance
"13548	Shoes"	Shoes
"17870	Innerwear"	Innerwear
"22876	Shoes"	Shoes
"49823	Others"	Others
"19485	Innerwear"	Innerwear
"36722	Topwear"	Topwear
"15669	Bags"	Bags
"6863	Bottomwear"	Bottomwear
"28565	Topwear"	Topwear
"3027	Topwear"	Topwear
"34013	Topwear"	Topwear
"22000	Bags"	Bags
"9679	Topwear"	Topwear
"12997	Shoes"	Shoes
"1942	Topwear"	Topwear
"56282	Innerwear"	Innerwear
"17540	Topwear"	Topwear
"25137	Bags"	Bags
"59068	Innerwear"	Innerwear
"18814	Others"	Others
"2947	Topwear"	Topwear
"35941	Bottomwear"	Bottomwear
"42826	Innerwear"	Innerwear
"14139	Others"	Others
"53702	Bags"	Bags
"39009	Topwear"	Topwear
"44665	Bottomwear"	Bottomwear
"14826	Others"	Others
"27196	Others"	Others
"50592	Innerwear"	Innerwear
"4624	Topwear"	Topwear
"59046	Shoes"	Shoes
"20181	Topwear"	Topwear
"36832	Topwear"	Topwear
"32363	Watches"	Watches
"36782	Watches"	Watches
"50742	Shoes"	Shoes
"3231	Shoes"	Shoes
"17547	Topwear"	Topwear
"6361	Shoes"	Shoes
"23737	Eyewear"	Eyewear
"46846	Sandal"	Sandal
"52883	Others"	Others
"25582	Shoes"	Shoes
"20940	Others"	Others
"10443	Topwear"	Topwear
"22940	Watches"	Watches
"13035	Shoes"	Shoes
"34066	Others"	Others
"5197	Topwear"	Topwear
"38200	Eyewear"	Eyewear
"19784	Topwear"	Topwear
"14108	Topwear"	Topwear
"30922	Bottomwear"	Bottomwear
"52992	Others"	Others
"36037	Bags"	Bags
"45011	Watches"	Watches
"13652	Shoes"	Shoes
"23806	Shoes"	Shoes
"42098	Topwear"	Topwear
"54695	Topwear"	Topwear
"7389	Shoes"	Shoes
"44106	Fragrance"	Fragrance
"54151	Jewellery"	Jewellery
"9839	Topwear"	Topwear
"19225	Others"	Others
"17976	Sandal"	Sandal
"51261	Others"	Others
"20621	Bags"	Bags
"24453	Shoes"	Shoes
"53663	Bags"	Bags
"18176	Topwear"	Topwear
"19893	Others"	Others
"47051	Bottomwear"	Bottomwear
"33380	Wallets"	Wallets
"26375	Others"	Others
"19139	Sandal"	Sandal
"53024	Others"	Others
"50576	Innerwear"	Innerwear
"57276	Topwear"	Topwear
"10691	Topwear"	Topwear
"50051	Innerwear"	Innerwear
"40623	Topwear"	Topwear
"46294	Fragrance"	Fragrance
"15369	Sandal"	Sandal
"6329	Others"	Others
"10877	Topwear"	Topwear
"20214	Topwear"	Topwear
"18526	Watches"	Watches
"15371	Topwear"	Topwear
"11077	Topwear"	Topwear
"33622	Wallets"	Wallets
"42120	Bottomwear"	Bottomwear
"52117	Topwear"	Topwear
"31886	Others"	Others
"9447	Topwear"	Topwear
"9504	Topwear"	Topwear
"30096	Watches"	Watches
"16073	Bags"	Bags
"18945	Others"	Others
"11019	Topwear"	Topwear
"44892	Topwear"	Topwear
"50876	Others"	Others
"58256	Bags"	Bags
"36382	Others"	Others
"11731	Topwear"	Topwear
"23322	Topwear"	Topwear
"55209	Others"	Others
"59062	Topwear"	Topwear
"35875	Topwear"	Topwear
"8299	Shoes"	Shoes
"46442	Watches"	Watches
"1584	Topwear"	Topwear
"50388	Watches"	Watches
"4077	Shoes"	Shoes
"43553	Others"	Others
"46872	Others"	Others
"34558	Bags"	Bags
"50724	Others"	Others
"56857	Others"	Others
"14851	Wallets"	Wallets
"47292	Bags"	Bags
"51406	Topwear"	Topwear
"38482	Topwear"	Topwear
"4144	Shoes"	Shoes
"47638	Shoes"	Shoes
"24776	Shoes"	Shoes
"17984	Bags"	Bags
"6882	Topwear"	Topwear
"42235	Topwear"	Topwear
"22464	Bottomwear"	Bottomwear
"18769	Others"	Others
"38966	Others"	Others
"25990	Fragrance"	Fragrance
"7281	Topwear"	Topwear
"43050	Topwear"	Topwear
"59535	Jewellery"	Jewellery
"47642	Shoes"	Shoes
"15334	Bottomwear"	Bottomwear
"30741	Topwear"	Topwear
"52809	Wallets"	Wallets
"14380	Shoes"	Shoes
"8845	Bottomwear"	Bottomwear
"34158	Topwear"	Topwear
"21129	Topwear"	Topwear
"27009	Bottomwear"	Bottomwear
"24272	Topwear"	Topwear
"6466	Others"	Others
"30732	Bottomwear"	Bottomwear
"20554	Bags"	Bags
"4295	Topwear"	Topwear
"48945	Jewellery"	Jewellery
"43592	Topwear"	Topwear
"15089	Topwear"	Topwear
"3340	Others"	Others
"34592	Others"	Others
"18374	Innerwear"	Innerwear
"55469	Others"	Others
"28708	Topwear"	Topwear
"18729	Topwear"	Topwear
"27847	Topwear"	Topwear
"19241	Topwear"	Topwear
"22725	Shoes"	Shoes
"48107	Topwear"	Topwear
"23913	Shoes"	Shoes
"33637	Others"	Others
"36803	Watches"	Watches
"18036	Bags"	Bags
"26933	Topwear"	Topwear
"46292	Fragrance"	Fragrance
"3477	Topwear"	Topwear
"23468	Others"	Others
"17046	Sandal"	Sandal
"32112	Innerwear"	Innerwear
"14599	Bottomwear"	Bottomwear
"49977	Innerwear"	Innerwear
"50610	Innerwear"	Innerwear
"27165	Topwear"	Topwear
"44195	Others"	Others
"5080	Watches"	Watches
"12787	Topwear"	Topwear
"15826	Innerwear"	Innerwear
"44995	Watches"	Watches
"57981	Topwear"	Topwear
"26326	Shoes"	Shoes
"36680	Bags"	Bags
"6101	Topwear"	Topwear
"10425	Topwear"	Topwear
"3270	Topwear"	Topwear
"44203	Others"	Others
"11340	Bottomwear"	Bottomwear
"11064	Topwear"	Topwear
"55064	Others"	Others
"37796	Topwear"	Topwear
"10884	Topwear"	Topwear
"57054	Others"	Others
"12884	Topwear"	Topwear
"55398	Others"	Others
"29089	Shoes"	Shoes
"5677	Shoes"	Shoes
"57916	Others"	Others
"36275	Others"	Others
"4326	Topwear"	Topwear
"48098	Bottomwear"	Bottomwear
"34765	Bags"	Bags
"4770	Bottomwear"	Bottomwear
"30510	Innerwear"	Innerwear
"54651	Watches"	Watches
"57923	Bottomwear"	Bottomwear
"28574	Topwear"	Topwear
"45500	Bottomwear"	Bottomwear
"57189	Topwear"	Topwear
"11317	Bottomwear"	Bottomwear
"51564	Watches"	Watches
"45795	Shoes"	Shoes
"55080	Makeup"	Makeup
"42819	Innerwear"	Innerwear
"6059	Topwear"	Topwear
"52509	Others"	Others
"21969	Bags"	Bags
"53528	Innerwear"	Innerwear
"33858	Others"	Others
"26695	Shoes"	Shoes
"4706	Watches"	Watches
"12835	Others"	Others
"19118	Others"	Others
"51551	Watches"	Watches
"46051	Jewellery"	Jewellery
"19052	Shoes"	Shoes
"17929	Bottomwear"	Bottomwear
"45254	Watches"	Watches
"32457	Bottomwear"	Bottomwear
"45561	Topwear"	Topwear
"13696	Bags"	Bags
"7877	Shoes"	Shoes
"15981	Topwear"	Topwear
"50443	Innerwear"	Innerwear
"31476	Bottomwear"	Bottomwear
"13121	Shoes"	Shoes
"20664	Topwear"	Topwear
"44154	Fragrance"	Fragrance
"3734	Topwear"	Topwear
"45205	Watches"	Watches
"56122	Makeup"	Makeup
"34270	Topwear"	Topwear
"12605	Topwear"	Topwear
"35648	Sandal"	Sandal
"4507	Shoes"	Shoes
"9175	Bottomwear"	Bottomwear
"20197	Topwear"	Topwear
"27828	Others"	Others
"19266	Watches"	Watches
"29269	Bags"	Bags
"6111	Topwear"	Topwear
"52399	Others"	Others
"21906	Topwear"	Topwear
"5243	Shoes"	Shoes
"55583	Others"	Others
"19674	Topwear"	Topwear
"9814	Shoes"	Shoes
"25748	Others"	Others
"52778	Wallets"	Wallets
"46401	Topwear"	Topwear
"12891	Shoes"	Shoes
"5009	Topwear"	Topwear
"39580	Shoes"	Shoes
"54031	Bags"	Bags
"19359	Innerwear"	Innerwear
"43952	Shoes"	Shoes
"16062	Bottomwear"	Bottomwear
"26637	Shoes"	Shoes
